Company Name,Ticker
Tara Chand InfraLogistic Solutions,TARACHAND.NS
Tarapur Transformers,TARAPUR.NS
TARC,TARC.NS
Transformers And Rectifiers (India),TARIL.NS
Tarmat,TARMAT.NS
Tarsons Products,TARSONS.NS
Tasty Bite Eatables,TASTYBITE.NS
Tata Capital,TATACAP.NS
Tata Chemicals,TATACHEM.NS
Tata Communications,TATACOMM.NS
TATA CONSUMER PRODUCTS,TATACONSUM.NS
Tata Elxsi,TATAELXSI.NS
Tata Investment Corporation,TATAINVEST.NS
Tata Power Company,TATAPOWER.NS
Tata Steel,TATASTEEL.NS
Tata Technologies,TATATECH.NS
Tatva Chintan Pharma Chem,TATVA.NS
TBO Tek,TBOTEK.NS
Tribhovandas Bhimji Zaveri,TBZ.NS
TCC Concept,TCC.NS
Transport Corporation of India,TCI.NS
TCI Express,TCIEXP.NS
TCI Finance,TCIFINANCE.NS
TCPL Packaging,TCPLPACK.NS
Tata Consultancy Services,TCS.NS
TD Power Systems,TDPOWERSYS.NS
Team India Guaranty,TEAMGTY.NS
Teamlease Services,TEAMLEASE.NS
Tech Mahindra,TECHM.NS
Techno Electric & Engineering Company,TECHNOE.NS
TechNVision Ventures,TECHNVISN.NS
TECIL Chemicals and Hydro Power,TECILCHEM.NS
Tega Industries,TEGA.NS
Tejas Networks,TEJASNET.NS
Tembo Global Industries,TEMBO.NS
Tenneco Clean Air India,TENNIND.NS
Tera Software,TERASOFT.NS
Texmaco Infrastructure & Holdings,TEXINFRA.NS
Texmo Pipes and Products,TEXMOPIPES.NS
Texmaco Rail & Engineering,TEXRAIL.NS
Tourism Finance Corporation of India,TFCILTD.NS
Transwarranty Finance,TFL.NS
TGB Banquets And Hotels,TGBHOTELS.NS
Thacker & Company,THACKER.NS
Thakkers Developers,THAKDEV.NS
Thangamayil Jewellery,THANGAMAYL.NS
The Investment Trust Of India,THEINVEST.NS
Thejo Engineering,THEJO.NS
Leela Palaces Hotels & Resorts,THELEELA.NS
Themis Medicare,THEMISMED.NS
Thermax,THERMAX.NS
Thomas Cook  (India),THOMASCOOK.NS
Thomas Scott (India),THOMASCOTT.NS
Thyrocare Technologies,THYROCARE.NS
Tilaknagar Industries,TI.NS
Twamev Construction and Infrastructure,TICL.NS
Tiger Logistics (India),TIGERLOGS.NS
Technocraft Industries (India),TIIL.NS
Tube Investments of India,TIINDIA.NS
Tijaria Polypipes,TIJARIA.NS
TIL,TIL.NS
Time Technoplast,TIMETECHNO.NS
Timex Group India,TIMEX.NS
Timken India,TIMKEN.NS
Tinna Rubber and Infrastructure,TINNARUBR.NS
Tips Films,TIPSFILMS.NS
Tips Music,TIPSMUSIC.NS
Thirumalai Chemicals,TIRUMALCHM.NS
Tirupati Forge,TIRUPATIFL.NS
TITAGARH RAIL SYSTEMS,TITAGARH.NS
Titan Company,TITAN.NS
Tamilnad Mercantile Bank,TMB.NS
Tata Motors,TMCV.NS
Tata Motors Passenger Vehicles,TMPV.NS
Tamilnadu PetroProducts,TNPETRO.NS
Tamil Nadu Newsprint & Papers,TNPL.NS
Tamilnadu Telecommunication,TNTELE.NS
Tokyo Plast International,TOKYOPLAST.NS
Tolins Tyres,TOLINS.NS
Torrent Pharmaceuticals,TORNTPHARM.NS
Torrent Power,TORNTPOWER.NS
Total Transport Systems,TOTAL.NS
Touchwood Entertainment,TOUCHWOOD.NS
Teamo Productions HQ,TPHQ.NS
TPL Plastech,TPLPLASTEH.NS
Tracxn Technologies,TRACXN.NS
Transpek Industry,TRANSPEK.NS
Transrail Lighting,TRANSRAILL.NS
TRANSWORLD SHIPPING LINES,TRANSWORLD.NS
Travel Food Services,TRAVELFOOD.NS
Tree House Education & Accessories,TREEHOUSE.NS
TREJHARA SOLUTIONS,TREJHARA.NS
Transindia Real Estate,TREL.NS
Trent,TRENT.NS
TRF,TRF.NS
Trident,TRIDENT.NS
Trigyn Technologies,TRIGYN.NS
Triveni Turbine,TRITURBINE.NS
Triveni Engineering & Industries,TRIVENI.NS
TruCap Finance,TRU.NS
TruAlt Bioenergy,TRUALT.NS
TSF INVESTMENTS,TSFINV.NS
TTK Healthcare,TTKHLTCARE.NS
TTK Prestige,TTKPRESTIG.NS
T T,TTL.NS
Tata Teleservices (Maharashtra),TTML.NS
TVS Electronics,TVSELECT.NS
TVS Holdings,TVSHLTD.NS
TVS Motor Company,TVSMOTOR.NS
TVS Supply Chain Solutions,TVSSCS.NS
TVS Srichakra,TVSSRICHAK.NS
TV Today Network,TVTODAY.NS
TV Vision,TVVISION.NS
United Breweries,UBL.NS
UCAL,UCAL.NS
UCO Bank,UCOBANK.NS
Updater Services,UDS.NS
Ujaas Energy,UEL.NS
United Foodbrands,UFBL.NS
UFLEX,UFLEX.NS
UFO Moviez India,UFO.NS
The Ugar Sugar Works,UGARSUGAR.NS
Ugro Capital,UGROCAP.NS
Ujjivan Small Finance Bank,UJJIVANSFB.NS
UltraTech Cement,ULTRACEMCO.NS
Ultramarine & Pigments,ULTRAMAR.NS
Uma Exports,UMAEXPORTS.NS
Usha Martin Education & Solutions,UMESLTD.NS
UMIYA BUILDCON,UMIYA-MRO.NS
Unichem Laboratories,UNICHEMLAB.NS
United Drilling Tools,UNIDT.NS
Unicommerce Esolutions,UNIECOM.NS
Uniphos Enterprises,UNIENTER.NS
Uniinfo Telecom Services,UNIINFO.NS
Unimech Aerospace and Manufacturing,UNIMECH.NS
Union Bank of India,UNIONBANK.NS
Uniparts India,UNIPARTS.NS
United Spirits,UNITDSPR.NS
Unitech,UNITECH.NS
United Polyfab Gujarat,UNITEDPOLY.NS
The United Nilgiri Tea Estates Company,UNITEDTEA.NS
Univastu India,UNIVASTU.NS
Universal Cables,UNIVCABLES.NS
Universus Photo Imagings,UNIVPHOTO.NS
UNO Minda,UNOMINDA.NS
UPL,UPL.NS
Uravi Defence and Technology,URAVIDEF.NS
Urban Company,URBANCO.NS
Urja Global,URJA.NS
Usha Martin,USHAMART.NS
Udayshivakumar Infra,USK.NS
UTI Asset Management Company,UTIAMC.NS
Utkarsh Small Finance Bank,UTKARSHBNK.NS
Fujiyama Power Systems,UTLSOLAR.NS
Uttam Sugar Mills,UTTAMSUGAR.NS
U. Y. Fincorp,UYFINCORP.NS
V2 Retail,V2RETAIL.NS
Vadilal Industries,VADILALIND.NS
Vaibhav Global,VAIBHAVGBL.NS
Vaishali Pharma,VAISHALI.NS
Vakrangee,VAKRANGEE.NS
Valiant Laboratories,VALIANTLAB.NS
Valiant Organics,VALIANTORG.NS
Vardhman Acrylics,VARDHACRLC.NS
Vardhman Polytex,VARDMNPOLY.NS
Varroc Engineering,VARROC.NS
Vascon Engineers,VASCONEQ.NS
Vaswani Industries,VASWANI.NS
Varun Beverages,VBL.NS
Vaxtex Cotfab,VCL.NS
Vedanta,VEDL.NS
Veedol Corporation,VEEDOL.NS
Veljan Denison,VELJAN.NS
Venky's (India),VENKEYS.NS
Ventive Hospitality,VENTIVE.NS
Venus Pipes & Tubes,VENUSPIPES.NS
Venus Remedies,VENUSREM.NS
Veranda Learning Solutions,VERANDA.NS
Vertoz,VERTOZ.NS
Vesuvius India,VESUVIUS.NS
Veto Switchgears And Cables,VETO.NS
VARVEE GLOBAL,VGL.NS
V-Guard Industries,VGUARD.NS
Vardhman Holdings,VHL.NS
Viceroy Hotels,VHLTD.NS
Vidhi Specialty Food Ingredients,VIDHIING.NS
Vidya Wires,VIDYAWIRES.NS
Vijaya Diagnostic Centre,VIJAYA.NS
Viji Finance,VIJIFIN.NS
Vikas EcoTech,VIKASECO.NS
Vikas Lifecare,VIKASLIFE.NS
Vikram Solar,VIKRAMSOLR.NS
Vikran Engineering,VIKRAN.NS
Vimta Labs,VIMTALABS.NS
Vinati Organics,VINATIORGA.NS
Vintage Coffee And Beverages,VINCOFE.NS
Vindhya Telelinks,VINDHYATEL.NS
Vineet Laboratories,VINEETLAB.NS
Vinny Overseas,VINNY.NS
Vinyl Chemicals (India),VINYLINDIA.NS
VIP Clothing,VIPCLOTHNG.NS
VIP Industries,VIPIND.NS
Vipul,VIPULLTD.NS
Virinchi,VIRINCHI.NS
VISA Chrome,VISACHROME.NS
Visaka Industries,VISAKAIND.NS
Vishnu Chemicals,VISHNU.NS
Vishwaraj Sugar Industries,VISHWARAJ.NS
Vital Chemtech,VITAL.NS
Viviana Power Tech,VIVIANA.NS
Visagar Polytex,VIVIDHA.NS
Vivimed Labs,VIVIMEDLAB.NS
Viyash Scientific,VIYASH.NS
VL E-Governance & IT Solutions,VLEGOV.NS
VLS Finance,VLSFINANCE.NS
V-Mart Retail,VMART.NS
Vishal Mega Mart,VMM.NS
VMS TMT,VMSTMT.NS
Voltamp Transformers,VOLTAMP.NS
Voltas,VOLTAS.NS
Vishnu Prakash R Punglia,VPRPL.NS
Vraj Iron and Steel,VRAJ.NS
VRL Logistics,VRLLOG.NS
Vardhman Special Steels,VSSL.NS
VST Industries,VSTIND.NS
Vibhor Steel Tubes,VSTL.NS
V.S.T Tillers Tractors,VSTTILLERS.NS
Vardhman Textiles,VTL.NS
Waaree Energies,WAAREEENER.NS
Indosolar,WAAREEINDO.NS
Waaree Renewable Technologies,WAAREERTL.NS
VA Tech Wabag,WABAG.NS
Wakefit Innovations,WAKEFIT.NS
Walchandnagar Industries,WALCHANNAG.NS
Wanbury,WANBURY.NS
Western Carriers (India),WCIL.NS
Wealth First Portfolio Managers,WEALTH.NS
Websol Energy System,WEBELSOLAR.NS
Weizmann,WEIZMANIND.NS
Wonder Electricals,WEL.NS
Welspun Corp,WELCORP.NS
Welspun Enterprises,WELENT.NS
Welspun Investments and Commercials,WELINV.NS
Welspun Specialty Solutions,WELSPLSOL.NS
Welspun Living,WELSPUNLIV.NS
Wendt (India),WENDT.NS
WESTLIFE FOODWORLD,WESTLIFE.NS
WE WIN,WEWIN.NS
WeWork India Management,WEWORK.NS
Wheels India,WHEELS.NS
Whirlpool of India,WHIRLPOOL.NS
Williamson Magor & Company,WILLAMAGOR.NS
Wim Plast,WIMPLAST.NS
Windlas Biotech,WINDLAS.NS
Windsor Machines,WINDMACHIN.NS
Winsome Yarns,WINSOME.NS
The Western India Plywoods,WIPL.NS
Wipro,WIPRO.NS
Wockhardt,WOCKPHARMA.NS
Wonderla Holidays,WONDERLA.NS
Worth Peripherals,WORTHPERI.NS
WPIL,WPIL.NS
W S Industries (I),WSI.NS
West Coast Paper Mills,WSTCSTPAPR.NS
Xchanging Solutions,XCHANGING.NS
Xelpmoc Design And Tech,XELPMOC.NS
Xpro India,XPROINDIA.NS
Xtglobal Infotech,XTGLOBAL.NS
Yasho Industries,YASHO.NS
Yatharth Hospital & Trauma Care Services,YATHARTH.NS
Yatra Online,YATRA.NS
Yes Bank,YESBANK.NS
Yuken India,YUKEN.NS
Zaggle Prepaid Ocean Services,ZAGGLE.NS
Zee Entertainment Enterprises,ZEEL.NS
Zee Learn,ZEELEARN.NS
Zee Media Corporation,ZEEMEDIA.NS
Zenith Exports,ZENITHEXPO.NS
Zenith Steel Pipes & Industries,ZENITHSTL.NS
Zensar Technologies,ZENSARTECH.NS
Zen Technologies,ZENTEC.NS
ZF Commercial Vehicle Control Systems India,ZFCVINDIA.NS
ZF Steering Gear (India),ZFSTEERING.NS
Zim Laboratories,ZIMLAB.NS
Zodiac Energy,ZODIAC.NS
Zodiac Clothing Company,ZODIACLOTH.NS
Zota Health Care,ZOTA.NS
Saraswati Commercial India,ZSARACOM.NS
Zuari Agro Chemicals,ZUARI.NS
ZUARI INDUSTRIES,ZUARIIND.NS
Zydus Lifesciences,ZYDUSLIFE.NS
Zydus Wellness,ZYDUSWELL.NS
